From,Till,Installation id,Sensor id,Location,DAQI,PM10 [ug/m3],PM10 [% of WHO guideline],PM2.5 [ug/m3],PM2.5 [% of WHO guideline],PM1 [ug/m3],NO2 [ug/m3],NO2 [% of WHO guideline],NO [ug/m3],O3 [ug/m3],O3 [% of WHO guideline],CO [ug/m3],CO [% of WHO guideline],SO2 [ug/m3],SO2 [% of WHO guideline],H2S [ug/m3],Temperature [°C],Wind speed [km/h],Wind bearing,Pressure [hPa],Humidity [%]
2024-11-10T12:00:00Z,2024-11-10T13:00:00Z,118912,14878,Tooting High Street 21-23,16.38,114.54,254.53,108.79,725.28,116.18,,,,,,,,,,,14.62,6.74,228.64,1027.84,75.85
2024-11-10T13:00:00Z,2024-11-10T14:00:00Z,118912,14878,Tooting High Street 21-23,50.21,307.83,684.07,311.81,2078.76,286.31,,,,,,,,,,,15.28,7.91,235.52,1027.81,75.56
2024-11-10T14:00:00Z,2024-11-10T15:00:00Z,118912,14878,Tooting High Street 21-23,8.59,70.75,157.23,62.09,413.94,63.13,,,,,,,,,,,15.62,8.17,239.75,1027.83,76.34
2024-11-10T15:00:00Z,2024-11-10T16:00:00Z,118912,14878,Tooting High Street 21-23,18.29,126,279.99,120.25,801.69,123.87,,,,,,,,,,,15.56,7.85,240.08,1028.13,78.1
2024-11-10T16:00:00Z,2024-11-10T17:00:00Z,118912,14878,Tooting High Street 21-23,26.7,177.45,394.32,170.74,1138.3,168.16,,,,,,,,,,,15.47,7.08,235.78,1028.39,81.18
2024-11-10T17:00:00Z,2024-11-10T18:00:00Z,118912,14878,Tooting High Street 21-23,17.52,122.41,272.01,115.63,770.84,113.87,,,,,,,,,,,15.45,6.78,231.68,1028.87,83.73
2024-11-10T18:00:00Z,2024-11-10T19:00:00Z,118912,14878,Tooting High Street 21-23,30.26,200.51,445.57,192.07,1280.46,180.92,,,,,,,,,,,15.26,6.92,235.7,1029.57,85.75
2024-11-10T19:00:00Z,2024-11-10T20:00:00Z,118912,14878,Tooting High Street 21-23,23.65,156.76,348.35,152.43,1016.23,158.72,,,,,,,,,,,15.27,7.31,242.83,1029.71,87.1
2024-11-10T20:00:00Z,2024-11-10T21:00:00Z,118912,14878,Tooting High Street 21-23,22.94,154.87,344.15,148.15,987.69,144.32,,,,,,,,,,,14.87,7.58,241.17,1029.96,88.46
2024-11-10T21:00:00Z,2024-11-10T22:00:00Z,118912,14878,Tooting High Street 21-23,4.34,49.37,109.72,37.59,250.62,38.11,,,,,,,,,,,14.5,7.72,243,1030.23,90.76
2024-11-10T22:00:00Z,2024-11-10T23:00:00Z,118912,14878,Tooting High Street 21-23,3.83,44.79,99.54,33.48,223.22,34.18,,,,,,,,,,,14.34,7.69,243,1030.31,90.91
2024-11-10T23:00:00Z,2024-11-11T00:00:00Z,118912,14878,Tooting High Street 21-23,3.16,34.73,77.17,25.48,169.88,25.45,,,,,,,,,,,13.66,7.85,251.1,1030.45,91.56
2024-11-11T00:00:00Z,2024-11-11T01:00:00Z,118912,14878,Tooting High Street 21-23,2.94,30.3,67.34,22.79,151.91,22.56,,,,,,,,,,,13.24,7.97,261.03,1030.61,92.39
2024-11-11T01:00:00Z,2024-11-11T02:00:00Z,118912,14878,Tooting High Street 21-23,2.72,27.21,60.47,20.24,134.96,20.08,,,,,,,,,,,13.02,7.91,274.94,1030.79,93
2024-11-11T02:00:00Z,2024-11-11T03:00:00Z,118912,14878,Tooting High Street 21-23,2.67,26.57,59.04,19.57,130.5,19.26,,,,,,,,,,,12.88,8.38,294.8,1031.07,93.23
2024-11-11T03:00:00Z,2024-11-11T04:00:00Z,118912,14878,Tooting High Street 21-23,2.59,25.49,56.64,18.59,123.96,18.32,,,,,,,,,,,12.64,9.96,313.47,1031.66,91.42
2024-11-11T04:00:00Z,2024-11-11T05:00:00Z,118912,14878,Tooting High Street 21-23,1.83,13.8,30.67,6.88,45.89,6.35,,,,,,,,,,,11.93,11.57,327.7,1032.5,87.65
2024-11-11T05:00:00Z,2024-11-11T06:00:00Z,118912,14878,Tooting High Street 21-23,1.65,10.85,24.12,3.75,25,2.94,,,,,,,,,,,10.92,11.66,335.59,1033.14,87
2024-11-11T06:00:00Z,2024-11-11T07:00:00Z,118912,14878,Tooting High Street 21-23,1.7,11.6,25.78,4.31,28.72,3.35,,,,,,,,,,,10.3,10.94,339.23,1033.65,88.52
2024-11-11T07:00:00Z,2024-11-11T08:00:00Z,118912,14878,Tooting High Street 21-23,1.93,15.37,34.16,8.08,53.89,7.4,,,,,,,,,,,10.13,10.17,340,1034.09,88.31
2024-11-11T08:00:00Z,2024-11-11T09:00:00Z,118912,14878,Tooting High Street 21-23,3.5,37.38,83.08,29.52,196.81,32.18,,,,,,,,,,,9.97,9.68,340.17,1034.65,86.61
2024-11-11T09:00:00Z,2024-11-11T10:00:00Z,118912,14878,Tooting High Street 21-23,2.57,26.02,57.82,18.38,122.52,19.59,,,,,,,,,,,10.56,10.06,341.37,1035.03,84.65
2024-11-11T10:00:00Z,2024-11-11T11:00:00Z,118912,14878,Tooting High Street 21-23,2.39,23.28,51.74,15.22,101.49,13.35,,,,,,,,,,,12.08,11.24,345,1035.24,80.44
2024-11-11T11:00:00Z,2024-11-11T12:00:00Z,118912,14878,Tooting High Street 21-23,2.56,25.7,57.11,18.27,121.78,17.73,,,,,,,,,,,14.14,12.33,349,1035.26,75.98
2024-11-11T12:00:00Z,2024-11-11T13:00:00Z,118912,14878,Tooting High Street 21-23,2.22,20.35,45.23,13.4,89.31,13.51,,,,,,,,,,,15.14,12.58,348.08,1035.02,73.18
2024-11-11T13:00:00Z,2024-11-11T14:00:00Z,118912,14878,Tooting High Street 21-23,3.17,34,75.56,25.63,170.85,27.62,,,,,,,,,,,15.22,13.02,348.84,1035.07,69.91
2024-11-11T14:00:00Z,2024-11-11T15:00:00Z,118912,14878,Tooting High Street 21-23,3.71,41.62,92.49,32.11,214.04,33.44,,,,,,,,,,,15.68,13.13,349,1035.12,67.78
2024-11-11T15:00:00Z,2024-11-11T16:00:00Z,118912,14878,Tooting High Street 21-23,8.43,70.46,156.57,61.14,407.6,60.01,,,,,,,,,,,15.31,12.65,348.43,1035.36,66.83
2024-11-11T16:00:00Z,2024-11-11T17:00:00Z,118912,14878,Tooting High Street 21-23,15.7,111.77,248.38,104.73,698.19,105.68,,,,,,,,,,,14.41,11.61,348,1035.93,69.84
2024-11-11T17:00:00Z,2024-11-11T18:00:00Z,118912,14878,Tooting High Street 21-23,6.92,63.28,140.61,53.04,353.61,51.57,,,,,,,,,,,13.14,10.72,349.14,1036.32,72.18
2024-11-11T18:00:00Z,2024-11-11T19:00:00Z,118912,14878,Tooting High Street 21-23,6.32,59.83,132.95,49.43,329.55,49.97,,,,,,,,,,,12.45,10.49,350.5,1036.68,75.19
2024-11-11T19:00:00Z,2024-11-11T20:00:00Z,118912,14878,Tooting High Street 21-23,4.33,48.81,108.48,37.48,249.89,36.83,,,,,,,,,,,11.84,10.56,350.58,1036.91,77.67
2024-11-11T20:00:00Z,2024-11-11T21:00:00Z,118912,14878,Tooting High Street 21-23,2.83,28.89,64.2,21.56,143.71,22.46,,,,,,,,,,,11.4,10.93,349.56,1036.89,79.01
2024-11-11T21:00:00Z,2024-11-11T22:00:00Z,118912,14878,Tooting High Street 21-23,2.62,26.66,59.25,18.96,126.38,19.6,,,,,,,,,,,11.05,11.58,349,1036.9,80.41
2024-11-11T22:00:00Z,2024-11-11T23:00:00Z,118912,14878,Tooting High Street 21-23,2.65,26.17,58.15,19.32,128.8,20.27,,,,,,,,,,,10.93,11.91,349.09,1036.46,82.05
2024-11-11T23:00:00Z,2024-11-12T00:00:00Z,118912,14878,Tooting High Street 21-23,1.96,15.85,35.22,8.73,58.22,8.49,,,,,,,,,,,9.3,12.37,350,1036.37,83.81
2024-11-12T00:00:00Z,2024-11-12T01:00:00Z,118912,14878,Tooting High Street 21-23,1.73,12.15,27.01,5.15,34.35,4.37,,,,,,,,,,,8.09,13.11,352,1036.19,86.61
2024-11-12T01:00:00Z,2024-11-12T02:00:00Z,118912,14878,Tooting High Street 21-23,1.65,10.73,23.85,3.49,23.26,2.64,,,,,,,,,,,7.7,13.44,352,1036.25,87.81
2024-11-12T02:00:00Z,2024-11-12T03:00:00Z,118912,14878,Tooting High Street 21-23,1.64,10.62,23.59,3.41,22.71,2.31,,,,,,,,,,,7.28,13.76,352.76,1036.08,89.11
2024-11-12T03:00:00Z,2024-11-12T04:00:00Z,118912,14878,Tooting High Street 21-23,1.62,10.32,22.93,3.18,21.21,2.27,,,,,,,,,,,7.22,14.1,355.36,1035.69,90.02
2024-11-12T04:00:00Z,2024-11-12T05:00:00Z,118912,14878,Tooting High Street 21-23,1.66,11,24.44,3.58,23.84,2.56,,,,,,,,,,,7.24,14.47,357.34,1035.55,90.83
2024-11-12T05:00:00Z,2024-11-12T06:00:00Z,118912,14878,Tooting High Street 21-23,1.69,11.54,25.64,4.18,27.84,3.25,,,,,,,,,,,7.49,14.97,358.51,1035.62,91.67
2024-11-12T06:00:00Z,2024-11-12T07:00:00Z,118912,14878,Tooting High Street 21-23,1.74,12.36,27.46,5.09,33.95,4.11,,,,,,,,,,,8.69,15.4,0.17,1035.5,91.33
2024-11-12T07:00:00Z,2024-11-12T08:00:00Z,118912,14878,Tooting High Street 21-23,1.75,12.49,27.75,5.2,34.69,4.22,,,,,,,,,,,9.49,15.79,2,1035.55,88.52
2024-11-12T08:00:00Z,2024-11-12T09:00:00Z,118912,14878,Tooting High Street 21-23,1.74,12.32,27.38,4.9,32.68,3.86,,,,,,,,,,,9.86,16.4,4,1035.4,87.43
2024-11-12T09:00:00Z,2024-11-12T10:00:00Z,118912,14878,Tooting High Street 21-23,1.84,13.97,31.05,6.54,43.62,5.6,,,,,,,,,,,11.02,17.66,9,1035.4,84.65
2024-11-12T10:00:00Z,2024-11-12T11:00:00Z,118912,14878,Tooting High Street 21-23,3.3,36.13,80.29,27.11,180.75,28.54,,,,,,,,,,,12.14,18.21,10.41,1035.2,82.21
2024-11-12T11:00:00Z,2024-11-12T12:00:00Z,118912,14878,Tooting High Street 21-23,3.44,37.88,84.18,28.8,191.97,27.74,,,,,,,,,,,14.09,19.68,14.64,1034.64,74.89
2024-11-12T12:00:00Z,2024-11-12T13:00:00Z,118912,14878,Tooting High Street 21-23,3.83,44.72,99.37,33.53,223.51,33.04,,,,,,,,,,,15.34,21.64,22,1034.36,71.2
2024-11-12T13:00:00Z,2024-11-12T14:00:00Z,118912,14878,Tooting High Street 21-23,33.08,210.56,467.92,209.02,1393.47,209.85,,,,,,,,,,,16.12,22.33,29,1034.08,68.99
2024-11-12T14:00:00Z,2024-11-12T15:00:00Z,118912,14878,Tooting High Street 21-23,9.64,77.05,171.22,68.35,455.68,73.21,,,,,,,,,,,16.31,20.31,28.18,1033.88,68.41
2024-11-12T15:00:00Z,2024-11-12T16:00:00Z,118912,14878,Tooting High Street 21-23,13.41,96.52,214.49,91,606.68,100.33,,,,,,,,,,,15.94,18.97,27.17,1034.14,69.39
2024-11-12T16:00:00Z,2024-11-12T17:00:00Z,118912,14878,Tooting High Street 21-23,8.1,67.89,150.86,59.1,394.02,61.19,,,,,,,,,,,15.45,18.34,27,1034.41,72.17
2024-11-12T17:00:00Z,2024-11-12T18:00:00Z,118912,14878,Tooting High Street 21-23,9.56,74.67,165.94,67.9,452.68,73.09,,,,,,,,,,,14.84,17.46,26.03,1034.82,77.02
2024-11-12T18:00:00Z,2024-11-12T19:00:00Z,118912,14878,Tooting High Street 21-23,19.97,135.93,302.06,130.36,869.07,133.44,,,,,,,,,,,14.26,16.77,24.59,1035.21,79.76
2024-11-12T19:00:00Z,2024-11-12T20:00:00Z,118912,14878,Tooting High Street 21-23,9.03,72.26,160.57,64.69,431.3,65.04,,,,,,,,,,,13.9,16.32,24.08,1035.44,81.14
2024-11-12T20:00:00Z,2024-11-12T21:00:00Z,118912,14878,Tooting High Street 21-23,4.5,49.77,110.6,38.54,256.95,41.63,,,,,,,,,,,13.73,15.18,25,1035.38,83.3
2024-11-12T21:00:00Z,2024-11-12T22:00:00Z,118912,14878,Tooting High Street 21-23,3.15,34.45,76.55,25.36,169.07,25.86,,,,,,,,,,,13.61,14.56,26.83,1035.38,85.1
2024-11-12T22:00:00Z,2024-11-12T23:00:00Z,118912,14878,Tooting High Street 21-23,3.24,36.25,80.56,26.46,176.41,26.13,,,,,,,,,,,12.69,13.45,27.64,1035.4,85.74
2024-11-12T23:00:00Z,2024-11-13T00:00:00Z,118912,14878,Tooting High Street 21-23,1.98,16.27,36.16,9.3,62,8.92,,,,,,,,,,,11.5,12.22,27.53,1035.28,87.53
2024-11-13T00:00:00Z,2024-11-13T01:00:00Z,118912,14878,Tooting High Street 21-23,1.69,11.47,25.49,4.3,28.65,3.72,,,,,,,,,,,10.7,11.37,24.96,1035.41,89.26
2024-11-13T01:00:00Z,2024-11-13T02:00:00Z,118912,14878,Tooting High Street 21-23,1.63,10.41,23.14,3.21,21.38,2.45,,,,,,,,,,,10.39,11.17,21.33,1035.33,90.23
2024-11-13T02:00:00Z,2024-11-13T03:00:00Z,118912,14878,Tooting High Street 21-23,1.64,10.63,23.62,3.43,22.88,2.71,,,,,,,,,,,10.18,10.89,19.68,1035.03,91.66
2024-11-13T03:00:00Z,2024-11-13T04:00:00Z,118912,14878,Tooting High Street 21-23,1.59,9.87,21.93,2.71,18.08,1.84,,,,,,,,,,,9.91,10.34,17.74,1034.9,92.29
2024-11-13T04:00:00Z,2024-11-13T05:00:00Z,118912,14878,Tooting High Street 21-23,1.6,9.98,22.17,2.73,18.18,1.83,,,,,,,,,,,9.56,10.47,13.83,1035.18,92.69
2024-11-13T05:00:00Z,2024-11-13T06:00:00Z,118912,14878,Tooting High Street 21-23,1.6,10.04,22.3,2.81,18.75,1.68,,,,,,,,,,,9.28,10.52,12,1035.28,92.87
2024-11-13T06:00:00Z,2024-11-13T07:00:00Z,118912,14878,Tooting High Street 21-23,1.61,10.11,22.46,2.9,19.3,1.8,,,,,,,,,,,9.12,9.79,11.09,1035.69,92.26
2024-11-13T07:00:00Z,2024-11-13T08:00:00Z,118912,14878,Tooting High Street 21-23,1.62,10.35,23,3.21,21.41,2.38,,,,,,,,,,,9.26,10.34,11,1035.89,90.95
2024-11-13T08:00:00Z,2024-11-13T09:00:00Z,118912,14878,Tooting High Street 21-23,1.73,12.12,26.94,4.94,32.9,3.93,,,,,,,,,,,9.16,10.08,11,1036.24,89.81
2024-11-13T09:00:00Z,2024-11-13T10:00:00Z,118912,14878,Tooting High Street 21-23,2.35,22.61,50.25,14.6,97.34,13.9,,,,,,,,,,,9.55,9.76,11.82,1036.32,88.22
2024-11-13T10:00:00Z,2024-11-13T11:00:00Z,118912,14878,Tooting High Street 21-23,3.77,43.4,96.45,32.86,219.04,32.66,,,,,,,,,,,11.22,9.34,14.2,1035.91,84.53
2024-11-13T11:00:00Z,2024-11-13T12:00:00Z,118912,14878,Tooting High Street 21-23,3.71,42.63,94.73,32.1,213.97,31.62,,,,,,,,,,,13.98,8.87,15.34,1035.25,77.38
2024-11-13T12:00:00Z,2024-11-13T13:00:00Z,118912,14878,Tooting High Street 21-23,33.2,207.39,460.87,209.76,1398.4,227.93,,,,,,,,,,,15.32,8.81,11.27,1035.03,72.8
2024-11-13T13:00:00Z,2024-11-13T14:00:00Z,118912,14878,Tooting High Street 21-23,8.12,68.01,151.13,59.26,395.04,65.1,,,,,,,,,,,16.09,9.26,4.66,1034.67,70.82
2024-11-13T14:00:00Z,2024-11-13T15:00:00Z,118912,14878,Tooting High Street 21-23,4.18,47.8,106.23,36.59,243.96,37.69,,,,,,,,,,,16.35,9.9,1,1034.23,68.76
2024-11-13T15:00:00Z,2024-11-13T16:00:00Z,118912,14878,Tooting High Street 21-23,3.09,33.49,74.43,24.64,164.27,24.46,,,,,,,,,,,16.09,8.55,358.41,1034.01,68.89
2024-11-13T16:00:00Z,2024-11-13T17:00:00Z,118912,14878,Tooting High Street 21-23,4.74,50.36,111.91,39.98,266.51,42.55,,,,,,,,,,,15.52,6.86,352.83,1033.74,70.68
2024-11-13T17:00:00Z,2024-11-13T18:00:00Z,118912,14878,Tooting High Street 21-23,9.37,74.11,164.68,66.76,445.04,72.7,,,,,,,,,,,14.42,5.26,339.99,1033.57,75.98
2024-11-13T18:00:00Z,2024-11-13T19:00:00Z,118912,14878,Tooting High Street 21-23,11.95,88.29,196.21,82.22,548.12,87.93,,,,,,,,,,,13.47,4.88,327.01,1033.77,80.1
2024-11-13T19:00:00Z,2024-11-13T20:00:00Z,118912,14878,Tooting High Street 21-23,15.53,109.83,244.07,103.7,691.32,105.29,,,,,,,,,,,12.74,4.9,312.27,1033.73,81.59
2024-11-13T20:00:00Z,2024-11-13T21:00:00Z,118912,14878,Tooting High Street 21-23,15.15,107.6,239.11,101.44,676.28,103.57,,,,,,,,,,,12.22,4.93,303.83,1033.41,83.82
2024-11-13T21:00:00Z,2024-11-13T22:00:00Z,118912,14878,Tooting High Street 21-23,14.04,101.01,224.48,94.77,631.8,97.46,,,,,,,,,,,11.82,5.17,302.83,1033.18,86.79
2024-11-13T22:00:00Z,2024-11-13T23:00:00Z,118912,14878,Tooting High Street 21-23,7.68,65.32,145.15,56.92,379.49,60.19,,,,,,,,,,,11.37,5.22,302,1033.01,87.4
2024-11-13T23:00:00Z,2024-11-14T00:00:00Z,118912,14878,Tooting High Street 21-23,3.38,38.11,84.68,28.09,187.3,28.37,,,,,,,,,,,10.88,5.1,293,1032.73,88.27
2024-11-14T00:00:00Z,2024-11-14T01:00:00Z,118912,14878,Tooting High Street 21-23,3.23,35.91,79.79,26.3,175.32,25.31,,,,,,,,,,,9.72,5.05,287.5,1032.46,89.71
2024-11-14T01:00:00Z,2024-11-14T02:00:00Z,118912,14878,Tooting High Street 21-23,3.35,38.11,84.68,27.71,184.72,25.9,,,,,,,,,,,9.41,4.64,291.55,1031.58,91.59
2024-11-14T02:00:00Z,2024-11-14T03:00:00Z,118912,14878,Tooting High Street 21-23,3.28,37.03,82.28,26.96,179.73,25.44,,,,,,,,,,,9.41,4.24,289.54,1031.08,91.74
2024-11-14T03:00:00Z,2024-11-14T04:00:00Z,118912,14878,Tooting High Street 21-23,3.34,38.32,85.17,27.68,184.53,25.72,,,,,,,,,,,9.69,3.87,294.85,1030.95,91.52
2024-11-14T04:00:00Z,2024-11-14T05:00:00Z,118912,14878,Tooting High Street 21-23,3.38,38.82,86.27,28.16,187.72,25.87,,,,,,,,,,,9.94,3.77,303.67,1030.81,91.4
2024-11-14T05:00:00Z,2024-11-14T06:00:00Z,118912,14878,Tooting High Street 21-23,3.39,39.21,87.14,28.28,188.52,25.89,,,,,,,,,,,10.14,4.05,313.13,1030.78,90.93
2024-11-14T06:00:00Z,2024-11-14T07:00:00Z,118912,14878,Tooting High Street 21-23,3.42,39.46,87.69,28.61,190.74,26.03,,,,,,,,,,,10.31,4.61,327.33,1030.95,90.38
2024-11-14T07:00:00Z,2024-11-14T08:00:00Z,118912,14878,Tooting High Street 21-23,3.32,37.77,83.94,27.37,182.45,25.18,,,,,,,,,,,10.77,5.45,343.53,1031.17,90.75
2024-11-14T08:00:00Z,2024-11-14T09:00:00Z,118912,14878,Tooting High Street 21-23,3.09,33.52,74.49,24.61,164.04,22.43,,,,,,,,,,,11.34,6.18,355.88,1031.42,90.47
2024-11-14T09:00:00Z,2024-11-14T10:00:00Z,118912,14878,Tooting High Street 21-23,3.11,33.9,75.34,24.83,165.54,23.36,,,,,,,,,,,12.19,7.5,9.44,1031.95,88.13
2024-11-14T10:00:00Z,2024-11-14T11:00:00Z,118912,14878,Tooting High Street 21-23,2.93,31.09,69.1,22.7,151.36,21.98,,,,,,,,,,,13.12,10.1,18.8,1032.08,83.69
2024-11-14T11:00:00Z,2024-11-14T12:00:00Z,118912,14878,Tooting High Street 21-23,2.73,28.42,63.15,20.35,135.69,20.87,,,,,,,,,,,15.2,12.36,23.26,1031.86,77.71
2024-11-14T12:00:00Z,2024-11-14T13:00:00Z,118912,14878,Tooting High Street 21-23,7.19,63.4,140.88,54.46,363.07,54.92,,,,,,,,,,,16.26,12.9,24.16,1031.57,72.31
2024-11-14T13:00:00Z,2024-11-14T14:00:00Z,118912,14878,Tooting High Street 21-23,37.1,231.42,514.27,233.13,1554.2,249.14,,,,,,,,,,,16.5,12.52,25.17,1031.35,69.42
2024-11-14T14:00:00Z,2024-11-14T15:00:00Z,118912,14878,Tooting High Street 21-23,13.18,96.53,214.52,89.61,597.37,92.7,,,,,,,,,,,16.71,12.21,25.72,1031.18,65.77
2024-11-14T15:00:00Z,2024-11-14T16:00:00Z,118912,14878,Tooting High Street 21-23,7.25,64.46,143.25,54.8,365.32,54.28,,,,,,,,,,,16.24,10.29,23.51,1031.11,65.54
2024-11-14T16:00:00Z,2024-11-14T17:00:00Z,118912,14878,Tooting High Street 21-23,6.88,62.75,139.45,52.79,351.91,52.2,,,,,,,,,,,15.56,8.75,17,1031.07,66.84
2024-11-14T17:00:00Z,2024-11-14T18:00:00Z,118912,14878,Tooting High Street 21-23,14.53,104.02,231.15,97.74,651.59,97.81,,,,,,,,,,,14.53,7.03,12,1031.25,70.52
2024-11-14T18:00:00Z,2024-11-14T19:00:00Z,118912,14878,Tooting High Street 21-23,24.48,166.03,368.96,157.44,1049.58,144.64,,,,,,,,,,,13.74,6.43,7,1031.46,74.07
2024-11-14T19:00:00Z,2024-11-14T20:00:00Z,118912,14878,Tooting High Street 21-23,25.37,168.43,374.28,162.77,1085.1,158.36,,,,,,,,,,,13.46,6.06,13,1031.44,76
2024-11-14T20:00:00Z,2024-11-14T21:00:00Z,118912,14878,Tooting High Street 21-23,16.41,114.42,254.26,108.98,726.52,111.72,,,,,,,,,,,13.3,5.65,17.55,1031.26,76.74
2024-11-14T21:00:00Z,2024-11-14T22:00:00Z,118912,14878,Tooting High Street 21-23,12.5,92.74,206.08,85.51,570.06,84.54,,,,,,,,,,,12.92,4.97,21.62,1031.29,79.02
2024-11-14T22:00:00Z,2024-11-14T23:00:00Z,118912,14878,Tooting High Street 21-23,4.15,45.02,100.05,36.46,243.06,36.57,,,,,,,,,,,12.47,4.23,19.58,1031.21,82.35
2024-11-14T23:00:00Z,2024-11-15T00:00:00Z,118912,14878,Tooting High Street 21-23,2.24,20.69,45.98,13.51,90.06,13.4,,,,,,,,,,,11.02,3.53,14.02,1030.87,85.17
2024-11-15T00:00:00Z,2024-11-15T01:00:00Z,118912,14878,Tooting High Street 21-23,1.96,15.98,35.52,8.73,58.19,7.99,,,,,,,,,,,9.78,3.25,8.29,1030.64,87.58
2024-11-15T01:00:00Z,2024-11-15T02:00:00Z,118912,14878,Tooting High Street 21-23,1.73,12.19,27.08,5.2,34.68,4.53,,,,,,,,,,,9.3,3.22,7,1030.31,88.31
2024-11-15T02:00:00Z,2024-11-15T03:00:00Z,118912,14878,Tooting High Street 21-23,1.68,11.38,25.28,4.29,28.57,3.79,,,,,,,,,,,8.39,3,359.6,1030.02,89.75
2024-11-15T03:00:00Z,2024-11-15T04:00:00Z,118912,14878,Tooting High Street 21-23,1.65,10.87,24.15,3.81,25.43,3.23,,,,,,,,,,,7.86,2.63,354.41,1029.57,90.93
2024-11-15T04:00:00Z,2024-11-15T05:00:00Z,118912,14878,Tooting High Street 21-23,1.7,11.55,25.67,4.46,29.77,3.88,,,,,,,,,,,7.6,2.22,343.65,1029.34,91.27
2024-11-15T05:00:00Z,2024-11-15T06:00:00Z,118912,14878,Tooting High Street 21-23,1.7,11.6,25.77,4.61,30.71,4.18,,,,,,,,,,,7.36,1.77,316.47,1029.28,92.01
2024-11-15T06:00:00Z,2024-11-15T07:00:00Z,118912,14878,Tooting High Street 21-23,3.93,41.34,91.86,34.75,231.67,36.84,,,,,,,,,,,8.23,1.66,274,1029.13,91.34
2024-11-15T07:00:00Z,2024-11-15T08:00:00Z,118912,14878,Tooting High Street 21-23,6.34,58.1,129.11,49.54,330.29,51.39,,,,,,,,,,,8.86,2.3,246.84,1028.83,89.29
2024-11-15T08:00:00Z,2024-11-15T09:00:00Z,118912,14878,Tooting High Street 21-23,2.42,23.75,52.77,16.14,107.58,17.01,,,,,,,,,,,8.38,2.66,239.51,1028.69,87.28
2024-11-15T09:00:00Z,2024-11-15T10:00:00Z,118912,14878,Tooting High Street 21-23,2.3,21.61,48.02,14.54,96.93,16.09,,,,,,,,,,,8.76,2.58,238.98,1028.59,85.03
2024-11-15T10:00:00Z,2024-11-15T11:00:00Z,118912,14878,Tooting High Street 21-23,2.53,25.51,56.69,17.84,118.93,17.63,,,,,,,,,,,9.75,2.61,238.96,1028.3,80.74
2024-11-15T11:00:00Z,2024-11-15T12:00:00Z,118912,14878,Tooting High Street 21-23,4.27,48.06,106.79,37.15,247.64,34.68,,,,,,,,,,,10.68,2.71,238,1027.64,78.77
2024-11-15T12:00:00Z,2024-11-15T13:00:00Z,118912,14878,Tooting High Street 21-23,5.89,57.92,128.71,46.87,312.48,44.56,,,,,,,,,,,12.35,3.91,239.77,1027.02,73.22
2024-11-15T13:00:00Z,2024-11-15T14:00:00Z,118912,14878,Tooting High Street 21-23,6.63,63.05,140.12,51.34,342.24,48.93,,,,,,,,,,,13.32,4.85,240.79,1026.36,70.33
2024-11-15T14:00:00Z,2024-11-15T15:00:00Z,118912,14878,Tooting High Street 21-23,22.79,153.54,341.2,147.28,981.9,145.49,,,,,,,,,,,13.47,6,238.64,1025.89,67.53
2024-11-15T15:00:00Z,2024-11-15T16:00:00Z,118912,14878,Tooting High Street 21-23,28.29,185.1,411.34,180.29,1201.95,169.4,,,,,,,,,,,13.31,6.47,238,1025.44,68.21
2024-11-15T16:00:00Z,2024-11-15T17:00:00Z,118912,14878,Tooting High Street 21-23,20.79,144.05,320.11,135.28,901.83,128.44,,,,,,,,,,,12.6,5.61,237.39,1025.4,71.56
2024-11-15T17:00:00Z,2024-11-15T18:00:00Z,118912,14878,Tooting High Street 21-23,22.55,158,351.12,145.84,972.29,131.54,,,,,,,,,,,11.9,4.72,234.26,1025.24,76.57
2024-11-15T18:00:00Z,2024-11-15T19:00:00Z,118912,14878,Tooting High Street 21-23,26.02,177.14,393.65,166.66,1111.05,155.71,,,,,,,,,,,11.22,4.5,229.68,1025.11,79.78
2024-11-15T19:00:00Z,2024-11-15T20:00:00Z,118912,14878,Tooting High Street 21-23,37.84,247.21,549.36,237.58,1583.89,213.73,,,,,,,,,,,10.59,5,226.22,1024.75,81.35
2024-11-15T20:00:00Z,2024-11-15T21:00:00Z,118912,14878,Tooting High Street 21-23,38.07,249.5,554.43,238.92,1592.82,217.8,,,,,,,,,,,10.37,5.55,222.88,1024.27,83.83
2024-11-15T21:00:00Z,2024-11-15T22:00:00Z,118912,14878,Tooting High Street 21-23,33.52,222.13,493.63,211.63,1410.85,197.98,,,,,,,,,,,10.18,6.16,221.94,1024.14,87.8
2024-11-15T22:00:00Z,2024-11-15T23:00:00Z,118912,14878,Tooting High Street 21-23,21.4,148.54,330.08,138.93,926.19,133.17,,,,,,,,,,,9.3,5.96,229.94,1023.82,87.89
2024-11-15T23:00:00Z,2024-11-16T00:00:00Z,118912,14878,Tooting High Street 21-23,10.72,82.6,183.55,74.88,499.18,75.54,,,,,,,,,,,8.27,5.81,239.84,1023.48,88.58
2024-11-16T00:00:00Z,2024-11-16T01:00:00Z,118912,14878,Tooting High Street 21-23,4.93,53.59,119.1,41.09,273.91,41.36,,,,,,,,,,,7.74,5.71,238.67,1022.92,89.59
2024-11-16T01:00:00Z,2024-11-16T02:00:00Z,118912,14878,Tooting High Street 21-23,4.18,49.31,109.57,36.6,244.01,37.01,,,,,,,,,,,7.86,5.68,235,1022.31,90.6
