Day,Time,Sensor id,Installation id,DAQI,PM10 [ug/m3],PM10 [% of WHO guideline],PM2.5 [ug/m3],PM2.5 [% of WHO guideline],PM1 [ug/m3],NO2 [ug/m3],NO2 [% of WHO guideline],NO [ug/m3],O3 [ug/m3],O3 [% of WHO guideline],CO [ug/m3],CO [% of WHO guideline],SO2 [ug/m3],SO2 [% of WHO guideline],H2S [ug/m3],Temperature [°C],Wind speed [km/h],Wind bearing,Pressure [hPa],Humidity [%]
Monday,00:00:00,14558,118907.0,2.6,25.9,57.6,17.6,117.1,15.9,,,,,,,,,,,12.6,11.8,216.2,1017.2,90.3
Monday,00:00:00,14878,118912.0,2.3,21.1,46.9,13.2,87.9,12.7,,,,,,,,,,,12.4,11.8,215.9,1016.7,90.2
Monday,00:00:00,14882,118909.0,2.6,25.5,56.6,17.0,113.5,15.7,,,,,,,,,,,12.3,11.9,216.3,1016.7,91.0
Monday,00:00:00,14901,118908.0,2.4,23.2,51.5,15.4,102.9,14.6,,,,,,,,,,,12.6,12.8,243.5,1014.7,90.3
Monday,01:00:00,14558,118907.0,2.1,18.5,41.1,11.2,74.9,10.1,,,,,,,,,,,12.1,11.2,220.0,1017.1,90.9
Monday,01:00:00,14878,118912.0,2.1,17.2,38.2,9.9,66.2,9.3,,,,,,,,,,,12.1,11.2,219.7,1016.6,90.6
Monday,01:00:00,14882,118909.0,2.2,18.7,41.5,11.1,74.2,10.4,,,,,,,,,,,11.9,11.3,220.0,1016.7,91.5
Monday,01:00:00,14901,118908.0,1.9,15.4,34.2,8.3,55.6,7.9,,,,,,,,,,,12.1,12.1,246.9,1014.7,91.0
Monday,02:00:00,14558,118907.0,2.0,16.7,37.1,9.8,65.6,8.6,,,,,,,,,,,12.0,11.3,224.9,1016.9,90.9
Monday,02:00:00,14878,118912.0,2.0,15.8,35.2,8.9,59.2,8.2,,,,,,,,,,,12.0,11.4,224.9,1016.4,90.6
Monday,02:00:00,14882,118909.0,2.0,16.4,36.4,9.0,60.0,8.4,,,,,,,,,,,11.8,11.4,224.8,1016.5,91.5
Monday,02:00:00,14901,118908.0,2.0,16.1,35.8,9.0,60.0,8.4,,,,,,,,,,,11.9,12.3,252.6,1014.5,91.0
Monday,03:00:00,14558,118907.0,1.9,14.9,33.2,8.2,54.7,7.2,,,,,,,,,,,12.0,11.5,229.0,1016.8,90.3
Monday,03:00:00,14878,118912.0,1.9,14.7,32.7,7.9,52.4,7.2,,,,,,,,,,,11.9,11.4,228.8,1016.4,90.1
Monday,03:00:00,14882,118909.0,1.9,15.0,33.3,7.6,50.6,7.0,,,,,,,,,,,11.7,11.5,229.0,1016.4,91.0
Monday,03:00:00,14901,118908.0,1.9,15.3,34.0,8.1,53.8,7.3,,,,,,,,,,,11.9,12.5,257.3,1014.4,90.4
Monday,04:00:00,14558,118907.0,1.9,14.3,31.8,7.1,47.6,5.9,,,,,,,,,,,11.8,11.6,232.7,1016.9,89.7
Monday,04:00:00,14878,118912.0,1.8,12.5,27.8,5.7,37.7,4.9,,,,,,,,,,,11.7,11.6,232.6,1016.5,89.5
Monday,04:00:00,14882,118909.0,1.9,14.3,31.8,6.7,44.8,5.9,,,,,,,,,,,11.5,11.6,232.6,1016.5,90.4
Monday,04:00:00,14901,118908.0,1.8,12.9,28.7,5.5,36.6,4.6,,,,,,,,,,,11.6,12.7,262.5,1014.6,89.6
Monday,05:00:00,14558,118907.0,2.0,16.1,35.8,8.4,56.1,6.6,,,,,,,,,,,11.4,11.7,235.8,1017.1,89.4
Monday,05:00:00,14878,118912.0,1.8,13.1,29.2,6.1,40.5,5.1,,,,,,,,,,,11.3,11.7,235.8,1016.6,89.3
Monday,05:00:00,14882,118909.0,2.0,16.9,37.5,8.9,59.5,7.4,,,,,,,,,,,11.1,11.7,235.8,1016.6,90.0
Monday,05:00:00,14901,118908.0,1.8,14.1,31.3,6.2,41.3,4.8,,,,,,,,,,,11.2,12.8,266.6,1014.8,89.2
Monday,06:00:00,14558,118907.0,2.2,20.0,44.5,11.0,73.6,8.6,,,,,,,,,,,10.9,11.5,240.0,1017.2,89.6
Monday,06:00:00,14878,118912.0,2.0,16.2,35.9,8.7,57.7,7.7,,,,,,,,,,,10.9,11.5,239.6,1016.7,89.6
Monday,06:00:00,14882,118909.0,2.1,18.7,41.5,10.4,69.2,8.6,,,,,,,,,,,10.7,11.5,239.5,1016.8,90.2
Monday,06:00:00,14901,118908.0,2.1,18.0,39.9,8.8,58.3,7.1,,,,,,,,,,,10.9,12.5,271.4,1014.9,89.2
Monday,07:00:00,14558,118907.0,2.6,26.9,59.7,17.3,115.5,15.1,,,,,,,,,,,10.9,11.2,241.9,1017.6,89.3
Monday,07:00:00,14878,118912.0,2.0,16.3,36.1,8.6,57.6,7.5,,,,,,,,,,,10.8,11.3,241.9,1017.1,89.1
Monday,07:00:00,14882,118909.0,2.4,22.3,49.5,14.0,93.5,12.5,,,,,,,,,,,10.6,11.3,241.8,1017.2,90.0
Monday,07:00:00,14901,118908.0,2.1,18.2,40.5,9.8,65.6,8.4,,,,,,,,,,,10.8,12.1,274.3,1015.4,89.2
Monday,08:00:00,14558,118907.0,5.0,50.6,112.4,38.4,256.2,36.0,,,,,,,,,,,11.0,11.2,244.4,1018.1,88.4
Monday,08:00:00,14878,118912.0,4.4,38.9,86.5,31.5,210.2,32.6,,,,,,,,,,,10.8,11.2,244.3,1017.6,88.4
Monday,08:00:00,14882,118909.0,8.0,68.6,152.4,57.8,385.5,54.4,,,,,,,,,,,10.7,11.2,244.4,1017.7,88.9
Monday,08:00:00,14901,118908.0,2.8,30.2,67.2,20.5,136.4,18.6,,,,,,,,,,,10.8,12.0,277.2,1015.9,88.3
Monday,09:00:00,14558,118907.0,6.4,58.2,129.4,47.2,314.5,45.8,,,,,,,,,,,11.2,11.8,249.4,1018.4,87.4
Monday,09:00:00,14878,118912.0,4.1,39.7,88.3,30.9,206.0,31.0,,,,,,,,,,,11.1,11.7,249.1,1017.9,87.5
Monday,09:00:00,14882,118909.0,7.3,64.1,142.4,52.9,352.5,50.0,,,,,,,,,,,11.0,11.8,249.2,1018.0,87.9
Monday,09:00:00,14901,118908.0,4.1,42.1,93.5,32.2,214.7,32.0,,,,,,,,,,,11.3,12.5,281.4,1016.2,87.2
Monday,10:00:00,14558,118907.0,4.0,42.5,94.5,31.3,208.8,29.0,,,,,,,,,,,12.0,12.5,253.0,1018.7,84.4
Monday,10:00:00,14878,118912.0,5.0,46.8,104.0,37.1,247.2,36.0,,,,,,,,,,,11.9,12.4,252.8,1018.3,84.7
Monday,10:00:00,14882,118909.0,4.3,44.2,98.2,33.4,222.9,31.1,,,,,,,,,,,11.6,12.5,253.0,1018.3,85.0
Monday,10:00:00,14901,118908.0,2.8,28.7,63.7,20.0,133.6,19.5,,,,,,,,,,,11.9,13.2,284.7,1016.7,84.6
Monday,11:00:00,14558,118907.0,4.7,48.2,107.2,35.7,237.8,30.3,,,,,,,,,,,13.0,12.8,198.5,1018.6,80.8
Monday,11:00:00,14878,118912.0,10.7,81.9,182.1,72.0,480.3,66.7,,,,,,,,,,,12.9,12.8,198.3,1018.1,80.9
Monday,11:00:00,14882,118909.0,4.6,46.9,104.2,36.5,243.6,33.4,,,,,,,,,,,12.6,12.8,198.5,1018.1,81.5
Monday,11:00:00,14901,118908.0,2.4,22.6,50.2,14.8,98.7,13.7,,,,,,,,,,,12.6,13.6,218.4,1016.6,81.2
Monday,12:00:00,14558,118907.0,6.2,56.8,126.2,45.0,300.0,42.1,,,,,,,,,,,13.8,12.7,220.6,1018.4,78.7
Monday,12:00:00,14878,118912.0,18.1,126.1,280.1,117.4,782.6,111.5,,,,,,,,,,,13.7,12.7,217.2,1017.9,78.9
Monday,12:00:00,14882,118909.0,7.5,63.5,141.2,53.9,359.2,51.1,,,,,,,,,,,13.3,12.7,217.2,1017.9,80.0
Monday,12:00:00,14901,118908.0,3.3,31.4,69.7,22.9,152.4,22.3,,,,,,,,,,,13.1,13.5,240.8,1016.6,78.8
Monday,13:00:00,14558,118907.0,8.3,73.9,164.3,59.4,396.3,52.2,,,,,,,,,,,14.3,13.1,225.2,1018.4,76.5
Monday,13:00:00,14878,118912.0,12.9,96.9,215.2,87.3,582.0,84.0,,,,,,,,,,,14.2,13.1,225.3,1017.8,76.5
Monday,13:00:00,14882,118909.0,8.5,73.0,162.1,61.6,410.9,54.8,,,,,,,,,,,13.8,13.0,225.2,1017.9,77.8
Monday,13:00:00,14901,118908.0,6.1,54.2,120.5,44.1,293.7,40.2,,,,,,,,,,,13.6,14.0,251.3,1016.6,76.5
Monday,14:00:00,14558,118907.0,6.6,63.4,140.9,50.3,335.2,44.8,,,,,,,,,,,14.6,12.9,223.6,1018.4,75.0
Monday,14:00:00,14878,118912.0,15.2,110.5,245.6,101.9,679.5,101.3,,,,,,,,,,,14.5,12.9,223.7,1017.8,74.6
Monday,14:00:00,14882,118909.0,7.7,68.7,152.6,56.8,379.0,51.0,,,,,,,,,,,14.1,12.9,223.7,1017.9,76.4
Monday,14:00:00,14901,118908.0,4.5,49.6,110.1,37.3,248.9,34.5,,,,,,,,,,,13.8,13.8,250.2,1016.6,75.3
Monday,15:00:00,14558,118907.0,6.2,58.6,130.1,47.1,313.8,43.3,,,,,,,,,,,14.0,12.6,219.7,1018.5,75.6
Monday,15:00:00,14878,118912.0,12.4,95.5,212.1,85.1,567.4,79.7,,,,,,,,,,,14.1,12.6,219.8,1018.0,74.7
Monday,15:00:00,14882,118909.0,7.6,66.7,148.2,56.4,376.0,50.7,,,,,,,,,,,13.7,12.6,220.1,1018.0,76.7
Monday,15:00:00,14901,118908.0,4.8,51.3,114.0,38.9,259.5,36.1,,,,,,,,,,,13.4,13.5,246.1,1016.9,75.9
Monday,16:00:00,14558,118907.0,6.2,60.5,134.4,48.6,324.0,43.8,,,,,,,,,,,13.4,12.3,216.2,1018.7,78.0
Monday,16:00:00,14878,118912.0,17.1,122.6,272.5,113.2,754.8,108.1,,,,,,,,,,,13.5,12.3,216.2,1018.2,76.7
Monday,16:00:00,14882,118909.0,8.5,72.1,160.3,61.6,410.9,55.1,,,,,,,,,,,13.1,12.2,216.5,1018.3,79.1
Monday,16:00:00,14901,118908.0,4.2,48.6,108.1,35.6,237.2,33.2,,,,,,,,,,,12.8,13.2,242.5,1017.2,78.0
Monday,17:00:00,14558,118907.0,6.9,64.1,142.5,51.7,344.6,46.0,,,,,,,,,,,12.8,12.1,215.6,1018.9,80.6
Monday,17:00:00,14878,118912.0,12.1,93.8,208.4,83.2,554.6,79.0,,,,,,,,,,,12.9,12.1,215.5,1018.4,78.7
Monday,17:00:00,14882,118909.0,8.8,74.9,166.4,63.7,424.7,56.0,,,,,,,,,,,12.5,12.0,215.7,1018.4,81.7
Monday,17:00:00,14901,118908.0,4.3,47.1,104.7,35.3,235.2,32.8,,,,,,,,,,,12.4,13.0,241.7,1017.4,80.2
Monday,18:00:00,14558,118907.0,7.1,63.8,141.8,52.5,350.2,47.8,,,,,,,,,,,12.4,11.8,217.5,1019.1,83.1
Monday,18:00:00,14878,118912.0,12.6,97.3,216.3,86.6,577.5,81.4,,,,,,,,,,,12.5,11.9,217.3,1018.6,81.5
Monday,18:00:00,14882,118909.0,9.9,79.8,177.4,69.8,465.5,62.4,,,,,,,,,,,12.2,11.8,217.3,1018.7,84.0
Monday,18:00:00,14901,118908.0,4.8,50.8,113.0,38.5,256.7,35.8,,,,,,,,,,,11.9,12.7,244.0,1017.7,82.5
Monday,19:00:00,14558,118907.0,7.7,68.9,153.2,56.3,375.2,51.5,,,,,,,,,,,12.1,11.5,221.4,1019.1,84.9
Monday,19:00:00,14878,118912.0,11.7,91.8,204.0,81.1,540.3,77.3,,,,,,,,,,,12.3,11.6,221.0,1018.6,83.3
Monday,19:00:00,14882,118909.0,10.6,86.2,191.5,74.2,494.6,66.2,,,,,,,,,,,12.0,11.5,221.3,1018.7,85.6
Monday,19:00:00,14901,118908.0,5.0,51.2,113.7,39.0,260.1,36.5,,,,,,,,,,,11.6,12.5,247.9,1017.7,84.4
Monday,20:00:00,14558,118907.0,7.8,69.2,153.9,56.4,376.1,51.7,,,,,,,,,,,12.0,11.3,225.1,1019.0,86.3
Monday,20:00:00,14878,118912.0,11.7,89.9,199.8,79.8,532.2,76.8,,,,,,,,,,,12.2,11.3,225.0,1018.5,84.7
Monday,20:00:00,14882,118909.0,9.7,80.2,178.2,68.6,457.3,61.9,,,,,,,,,,,11.9,11.3,225.3,1018.5,86.9
Monday,20:00:00,14901,118908.0,6.0,57.5,127.8,45.7,304.8,42.9,,,,,,,,,,,11.5,12.2,252.2,1017.6,85.6
Monday,21:00:00,14558,118907.0,5.9,55.0,122.1,43.8,291.7,40.5,,,,,,,,,,,11.8,11.0,230.8,1018.8,87.3
Monday,21:00:00,14878,118912.0,8.2,67.4,149.8,57.8,385.3,56.0,,,,,,,,,,,12.0,11.0,230.5,1018.3,86.0
Monday,21:00:00,14882,118909.0,7.2,62.6,139.1,52.4,349.7,47.8,,,,,,,,,,,11.7,11.0,230.6,1018.4,87.7
Monday,21:00:00,14901,118908.0,4.2,45.5,101.1,34.1,227.4,32.5,,,,,,,,,,,11.3,12.0,259.2,1017.5,86.9
Monday,22:00:00,14558,118907.0,3.4,37.8,84.0,26.9,179.2,25.1,,,,,,,,,,,11.5,10.6,232.1,1018.6,87.3
Monday,22:00:00,14878,118912.0,4.5,42.1,93.7,33.5,223.4,33.2,,,,,,,,,,,11.7,10.6,231.4,1018.1,86.6
Monday,22:00:00,14882,118909.0,4.2,42.7,94.8,31.8,212.1,29.2,,,,,,,,,,,11.4,10.6,231.5,1018.2,87.7
Monday,22:00:00,14901,118908.0,2.9,31.5,70.0,22.2,148.3,21.3,,,,,,,,,,,11.0,11.7,260.7,1017.3,87.2
Monday,23:00:00,14558,118907.0,2.6,25.9,57.5,17.2,114.9,15.6,,,,,,,,,,,10.9,11.0,236.7,1018.5,87.7
Monday,23:00:00,14878,118912.0,2.7,26.9,59.8,18.3,122.0,17.7,,,,,,,,,,,11.0,11.1,236.7,1018.0,87.2
Monday,23:00:00,14882,118909.0,2.7,27.4,60.8,18.5,123.6,17.3,,,,,,,,,,,10.8,11.0,236.4,1018.1,88.2
Monday,23:00:00,14901,118908.0,2.2,19.5,43.4,12.1,80.9,11.5,,,,,,,,,,,10.6,12.3,268.1,1017.2,87.3
Tuesday,00:00:00,14558,118907.0,2.1,18.5,41.1,10.7,71.2,9.2,,,,,,,,,,,10.5,11.2,239.4,1018.4,88.6
Tuesday,00:00:00,14878,118912.0,2.0,17.1,38.0,9.4,62.7,8.5,,,,,,,,,,,10.5,11.2,239.4,1017.9,88.1
Tuesday,00:00:00,14882,118909.0,2.1,18.6,41.4,10.6,70.5,9.6,,,,,,,,,,,10.4,11.2,239.4,1017.9,88.9
Tuesday,00:00:00,14901,118908.0,1.8,13.7,30.4,6.5,43.3,6.0,,,,,,,,,,,10.1,12.5,271.7,1017.1,88.1
Tuesday,01:00:00,14558,118907.0,2.0,16.0,35.6,8.2,54.9,6.9,,,,,,,,,,,10.3,10.8,239.2,1019.3,89.8
Tuesday,01:00:00,14878,118912.0,1.9,15.2,33.8,7.5,49.8,6.5,,,,,,,,,,,10.3,11.2,240.5,1017.9,88.7
Tuesday,01:00:00,14882,118909.0,2.0,16.1,35.7,8.2,54.5,7.4,,,,,,,,,,,10.2,10.8,239.0,1018.9,90.1
Tuesday,01:00:00,14901,118908.0,1.7,11.9,26.6,4.6,31.0,4.1,,,,,,,,,,,10.0,11.8,266.1,1018.4,89.3
Tuesday,02:00:00,14558,118907.0,2.0,16.9,37.6,9.2,61.1,7.6,,,,,,,,,,,10.1,10.7,240.2,1019.3,90.5
Tuesday,02:00:00,14878,118912.0,1.9,15.2,33.8,7.5,50.2,6.5,,,,,,,,,,,10.1,11.1,241.3,1017.9,89.3
Tuesday,02:00:00,14882,118909.0,2.0,16.8,37.4,8.9,59.2,7.9,,,,,,,,,,,10.0,10.7,240.1,1018.9,90.7
Tuesday,02:00:00,14901,118908.0,1.7,12.4,27.5,5.0,33.4,4.4,,,,,,,,,,,9.8,11.7,267.3,1018.5,89.9
Tuesday,03:00:00,14558,118907.0,2.0,16.3,36.1,8.4,56.1,6.9,,,,,,,,,,,9.9,10.6,240.9,1019.4,91.1
Tuesday,03:00:00,14878,118912.0,1.9,15.4,34.2,7.6,50.7,6.5,,,,,,,,,,,10.0,10.9,242.2,1018.0,89.8
Tuesday,03:00:00,14882,118909.0,2.0,16.5,36.6,8.3,55.0,7.1,,,,,,,,,,,9.8,10.6,240.9,1019.1,91.3
Tuesday,03:00:00,14901,118908.0,1.7,11.9,26.5,4.6,30.3,3.8,,,,,,,,,,,9.7,11.7,267.9,1018.6,90.6
Tuesday,04:00:00,14558,118907.0,2.1,17.8,39.5,9.8,65.6,8.0,,,,,,,,,,,9.8,10.9,242.2,1019.7,91.4
Tuesday,04:00:00,14878,118912.0,2.0,15.9,35.4,8.0,53.6,6.8,,,,,,,,,,,9.8,11.2,244.4,1018.2,90.3
Tuesday,04:00:00,14882,118909.0,2.1,18.4,40.9,10.1,67.4,8.7,,,,,,,,,,,9.6,10.9,242.2,1019.3,91.6
Tuesday,04:00:00,14901,118908.0,1.7,12.5,27.7,5.1,34.1,4.4,,,,,,,,,,,9.6,12.0,269.6,1019.0,90.9
Tuesday,05:00:00,14558,118907.0,2.3,20.9,46.5,12.2,81.1,9.9,,,,,,,,,,,10.0,10.8,246.7,1019.8,91.0
Tuesday,05:00:00,14878,118912.0,2.0,17.2,38.3,9.3,62.0,8.2,,,,,,,,,,,10.0,11.2,249.6,1018.4,90.2
Tuesday,05:00:00,14882,118909.0,2.2,19.8,44.0,11.4,76.1,9.9,,,,,,,,,,,9.7,10.8,246.4,1019.5,91.5
Tuesday,05:00:00,14901,118908.0,1.9,15.1,33.5,7.1,47.5,6.0,,,,,,,,,,,9.7,12.0,275.2,1019.1,90.7
Tuesday,06:00:00,14558,118907.0,2.3,21.3,47.4,12.6,84.3,10.4,,,,,,,,,,,9.9,10.5,203.3,1020.0,90.9
Tuesday,06:00:00,14878,118912.0,2.0,17.2,38.2,9.2,61.6,8.1,,,,,,,,,,,9.7,10.9,199.3,1018.5,90.4
Tuesday,06:00:00,14882,118909.0,2.3,20.8,46.2,12.2,81.1,10.4,,,,,,,,,,,9.4,10.5,203.4,1019.6,91.8
Tuesday,06:00:00,14901,118908.0,2.0,16.0,35.6,8.0,53.4,6.8,,,,,,,,,,,9.3,11.7,224.3,1019.3,91.0
Tuesday,07:00:00,14558,118907.0,2.4,23.8,52.8,14.8,98.4,12.8,,,,,,,,,,,9.5,10.3,207.4,1020.4,91.2
Tuesday,07:00:00,14878,118912.0,2.1,17.5,38.8,9.4,62.7,8.2,,,,,,,,,,,9.4,10.6,204.1,1018.8,90.0
Tuesday,07:00:00,14882,118909.0,2.3,20.8,46.2,12.3,82.1,10.8,,,,,,,,,,,9.2,10.3,207.3,1020.0,91.7
Tuesday,07:00:00,14901,118908.0,2.1,18.0,40.0,10.1,67.0,9.0,,,,,,,,,,,9.0,11.5,228.6,1019.6,91.2
Tuesday,08:00:00,14558,118907.0,4.0,39.7,88.2,28.9,192.8,25.6,,,,,,,,,,,9.7,10.4,209.6,1020.9,90.5
Tuesday,08:00:00,14878,118912.0,2.5,22.6,50.3,14.4,96.2,13.7,,,,,,,,,,,9.4,10.6,207.0,1019.3,89.9
Tuesday,08:00:00,14882,118909.0,8.9,71.1,157.9,60.5,403.3,52.0,,,,,,,,,,,9.3,10.4,209.6,1020.5,91.1
Tuesday,08:00:00,14901,118908.0,2.1,17.7,39.2,9.5,63.7,8.4,,,,,,,,,,,9.1,11.7,230.9,1020.2,90.6
Tuesday,09:00:00,14558,118907.0,10.7,88.5,196.7,71.9,479.3,62.3,,,,,,,,,,,10.5,10.6,162.8,1021.2,88.6
Tuesday,09:00:00,14878,118912.0,2.7,26.6,59.1,17.5,116.7,16.5,,,,,,,,,,,9.9,10.7,152.1,1019.5,88.4
Tuesday,09:00:00,14882,118909.0,13.6,106.9,237.5,90.7,604.8,71.1,,,,,,,,,,,10.0,10.7,162.7,1020.7,89.3
Tuesday,09:00:00,14901,118908.0,6.0,52.1,115.8,41.8,278.9,39.8,,,,,,,,,,,9.8,12.0,174.5,1020.4,88.6
Tuesday,10:00:00,14558,118907.0,6.1,60.7,134.8,44.9,299.5,37.7,,,,,,,,,,,11.5,11.1,170.2,1021.5,85.6
Tuesday,10:00:00,14878,118912.0,6.0,53.8,119.6,44.5,296.4,45.1,,,,,,,,,,,10.8,10.9,160.4,1019.8,86.4
Tuesday,10:00:00,14882,118909.0,7.9,69.4,154.2,55.4,369.4,45.8,,,,,,,,,,,10.9,11.1,170.2,1021.0,86.4
Tuesday,10:00:00,14901,118908.0,3.5,34.8,77.4,25.1,167.4,23.4,,,,,,,,,,,10.9,12.5,179.4,1020.7,85.5
Tuesday,11:00:00,14558,118907.0,6.5,64.8,144.0,47.9,319.6,40.2,,,,,,,,,,,12.8,11.7,193.9,1021.5,81.6
Tuesday,11:00:00,14878,118912.0,7.7,66.4,147.5,56.5,376.8,55.0,,,,,,,,,,,12.0,11.2,186.5,1019.7,82.5
Tuesday,11:00:00,14882,118909.0,5.8,55.2,122.6,44.0,293.4,38.1,,,,,,,,,,,12.2,11.7,194.0,1020.9,82.4
Tuesday,11:00:00,14901,118908.0,3.1,33.9,75.4,24.4,162.8,23.1,,,,,,,,,,,12.2,13.2,185.6,1020.6,81.3
Tuesday,12:00:00,14558,118907.0,7.9,72.1,160.3,57.0,380.1,50.3,,,,,,,,,,,14.0,12.5,203.4,1021.4,78.5
Tuesday,12:00:00,14878,118912.0,11.5,90.1,200.2,79.9,532.4,77.2,,,,,,,,,,,13.4,12.5,203.2,1020.9,79.6
Tuesday,12:00:00,14882,118909.0,9.6,79.0,175.7,67.9,452.7,60.9,,,,,,,,,,,13.3,12.5,203.3,1020.9,79.7
Tuesday,12:00:00,14901,118908.0,3.8,40.2,89.3,30.1,200.5,29.6,,,,,,,,,,,13.4,14.0,191.8,1020.6,77.9
Tuesday,13:00:00,14558,118907.0,8.7,79.7,177.2,63.2,421.6,56.8,,,,,,,,,,,14.7,12.7,209.3,1021.4,76.3
Tuesday,13:00:00,14878,118912.0,17.8,125.5,279.0,117.5,783.4,116.3,,,,,,,,,,,14.1,12.7,209.2,1020.9,77.0
Tuesday,13:00:00,14882,118909.0,10.6,85.8,190.6,74.4,496.0,67.6,,,,,,,,,,,14.0,12.7,209.2,1020.9,77.6
Tuesday,13:00:00,14901,118908.0,4.0,44.6,99.1,33.6,223.7,33.2,,,,,,,,,,,14.2,14.2,195.7,1020.6,75.7
Tuesday,14:00:00,14558,118907.0,7.3,70.3,156.2,54.9,365.8,50.0,,,,,,,,,,,15.0,11.9,212.5,1021.6,74.7
Tuesday,14:00:00,14878,118912.0,11.5,88.6,196.9,79.4,529.2,78.4,,,,,,,,,,,14.4,12.0,212.3,1021.0,75.3
Tuesday,14:00:00,14882,118909.0,7.8,68.9,153.1,57.8,385.3,52.8,,,,,,,,,,,14.3,11.9,212.5,1021.0,75.9
Tuesday,14:00:00,14901,118908.0,4.4,47.4,105.4,36.1,240.4,36.3,,,,,,,,,,,14.4,13.3,197.0,1020.7,74.2
Tuesday,15:00:00,14558,118907.0,6.0,60.5,134.5,45.9,306.2,40.7,,,,,,,,,,,14.7,10.9,214.5,1021.8,74.5
Tuesday,15:00:00,14878,118912.0,13.2,100.3,222.9,90.1,600.5,87.5,,,,,,,,,,,14.1,10.9,214.5,1021.2,74.9
Tuesday,15:00:00,14882,118909.0,7.3,66.5,147.9,55.0,366.6,49.6,,,,,,,,,,,14.1,10.9,214.5,1021.2,75.6
Tuesday,15:00:00,14901,118908.0,3.4,38.8,86.3,28.5,190.3,27.5,,,,,,,,,,,14.1,12.2,199.1,1020.9,73.9
Tuesday,16:00:00,14558,118907.0,5.5,52.3,116.3,40.6,270.6,36.5,,,,,,,,,,,14.2,9.5,215.2,1022.2,76.5
Tuesday,16:00:00,14878,118912.0,9.4,77.3,171.7,67.2,448.2,65.7,,,,,,,,,,,13.6,9.5,215.3,1021.6,77.0
Tuesday,16:00:00,14882,118909.0,6.7,60.4,134.2,50.2,334.3,45.2,,,,,,,,,,,13.5,9.5,215.2,1021.6,77.7
Tuesday,16:00:00,14901,118908.0,3.0,32.5,72.3,23.6,157.5,23.0,,,,,,,,,,,13.6,10.7,200.7,1021.3,75.8
Tuesday,17:00:00,14558,118907.0,5.7,55.7,123.8,43.0,287.0,39.4,,,,,,,,,,,13.6,8.4,212.1,1022.7,79.6
Tuesday,17:00:00,14878,118912.0,11.9,91.7,203.8,82.0,546.9,79.8,,,,,,,,,,,12.9,8.4,210.9,1022.1,79.6
Tuesday,17:00:00,14882,118909.0,7.1,65.8,146.2,53.9,359.3,48.9,,,,,,,,,,,12.9,8.4,210.8,1022.1,80.8
Tuesday,17:00:00,14901,118908.0,3.0,32.0,71.1,23.3,155.2,22.4,,,,,,,,,,,12.8,9.4,200.5,1021.8,78.7
Tuesday,18:00:00,14558,118907.0,6.8,64.4,143.1,50.8,338.5,46.8,,,,,,,,,,,12.7,7.9,224.5,1023.2,82.3
Tuesday,18:00:00,14878,118912.0,18.0,127.6,283.6,118.6,790.9,115.6,,,,,,,,,,,12.2,7.9,224.5,1022.6,82.1
Tuesday,18:00:00,14882,118909.0,8.9,76.7,170.5,64.8,431.8,59.7,,,,,,,,,,,12.2,7.9,224.5,1022.6,83.7
Tuesday,18:00:00,14901,118908.0,3.4,39.0,86.6,28.5,190.1,27.4,,,,,,,,,,,12.1,8.7,218.8,1022.3,81.3
Tuesday,19:00:00,14558,118907.0,8.5,74.7,166.0,60.9,406.3,55.9,,,,,,,,,,,12.0,7.6,222.4,1023.6,84.7
Tuesday,19:00:00,14878,118912.0,20.8,146.3,325.1,135.2,901.4,124.2,,,,,,,,,,,11.7,7.6,222.8,1023.0,84.0
Tuesday,19:00:00,14882,118909.0,11.3,89.6,199.1,78.2,521.3,70.5,,,,,,,,,,,11.7,7.6,222.9,1023.1,85.9
Tuesday,19:00:00,14901,118908.0,4.6,47.5,105.5,36.4,243.0,35.2,,,,,,,,,,,11.5,8.4,215.3,1022.8,83.5
Tuesday,20:00:00,14558,118907.0,8.5,74.5,165.6,61.1,407.0,56.5,,,,,,,,,,,11.6,7.4,214.9,1023.8,86.4
Tuesday,20:00:00,14878,118912.0,14.7,109.5,243.3,99.3,661.7,94.2,,,,,,,,,,,11.2,7.4,215.9,1023.3,85.8
Tuesday,20:00:00,14882,118909.0,10.0,82.5,183.3,71.1,474.2,65.1,,,,,,,,,,,11.2,7.4,215.0,1023.3,87.3
Tuesday,20:00:00,14901,118908.0,5.8,54.8,121.8,43.7,291.4,42.5,,,,,,,,,,,11.0,7.9,205.1,1023.0,85.4
Tuesday,21:00:00,14558,118907.0,7.0,64.5,143.4,51.2,341.0,46.5,,,,,,,,,,,11.4,7.4,204.9,1024.0,87.3
Tuesday,21:00:00,14878,118912.0,16.7,119.5,265.5,110.0,733.4,103.3,,,,,,,,,,,10.9,7.4,205.7,1023.4,87.2
Tuesday,21:00:00,14882,118909.0,7.9,69.2,153.7,57.8,385.4,52.3,,,,,,,,,,,11.0,7.4,205.6,1023.5,87.9
Tuesday,21:00:00,14901,118908.0,4.4,44.4,98.6,34.1,227.0,32.9,,,,,,,,,,,10.7,7.9,193.7,1023.1,86.4
Tuesday,22:00:00,14558,118907.0,5.1,50.1,111.3,37.9,252.4,33.8,,,,,,,,,,,10.8,7.6,204.6,1024.1,88.0
Tuesday,22:00:00,14878,118912.0,8.0,68.5,152.1,57.9,385.7,54.8,,,,,,,,,,,10.3,7.6,204.7,1023.6,88.3
