Day,Time,Sensor id,Installation id,DAQI,PM10 [ug/m3],PM10 [% of WHO guideline],PM2.5 [ug/m3],PM2.5 [% of WHO guideline],PM1 [ug/m3],NO2 [ug/m3],NO2 [% of WHO guideline],NO [ug/m3],O3 [ug/m3],O3 [% of WHO guideline],CO [ug/m3],CO [% of WHO guideline],SO2 [ug/m3],SO2 [% of WHO guideline],H2S [ug/m3],Temperature [°C],Wind speed [km/h],Wind bearing,Pressure [hPa],Humidity [%]
Saturday,18:00:00,14901,118908.0,14.2,101.0,224.5,94.7,631.4,99.8,,,,,,,,,,,14.8,12.7,233.7,1015.3,83.9
Saturday,19:00:00,14558,118907.0,14.5,112.1,249.0,97.0,646.5,90.5,,,,,,,,,,,14.5,12.2,211.9,1018.2,86.3
Saturday,19:00:00,14878,118912.0,31.1,205.8,457.4,197.1,1313.9,182.9,,,,,,,,,,,14.3,12.2,211.9,1017.7,84.6
Saturday,19:00:00,14882,118909.0,18.8,136.6,303.5,123.2,821.4,107.2,,,,,,,,,,,14.2,12.2,211.9,1017.8,87.3
Saturday,19:00:00,14901,118908.0,20.5,137.7,306.0,132.7,884.9,141.2,,,,,,,,,,,14.2,12.6,237.9,1015.3,85.2
Saturday,20:00:00,14558,118907.0,15.1,115.3,256.3,101.4,676.0,97.2,,,,,,,,,,,14.1,12.2,215.9,1018.3,87.7
Saturday,20:00:00,14878,118912.0,27.1,182.5,405.5,173.2,1154.4,161.4,,,,,,,,,,,14.2,12.2,216.1,1017.7,86.2
Saturday,20:00:00,14882,118909.0,19.0,137.0,304.5,124.5,830.3,108.7,,,,,,,,,,,13.9,12.2,215.9,1017.8,88.8
Saturday,20:00:00,14901,118908.0,23.6,157.2,349.4,151.9,1012.6,158.8,,,,,,,,,,,14.0,12.5,242.9,1015.3,86.5
Saturday,21:00:00,14558,118907.0,14.1,109.2,242.7,95.5,636.7,88.7,,,,,,,,,,,13.5,12.2,216.9,1018.3,88.9
Saturday,21:00:00,14878,118912.0,23.2,159.4,354.2,149.7,997.8,139.8,,,,,,,,,,,13.7,12.1,217.2,1017.7,87.3
Saturday,21:00:00,14882,118909.0,17.9,130.5,290.1,117.8,785.6,101.7,,,,,,,,,,,13.5,12.2,216.9,1017.8,89.7
Saturday,21:00:00,14901,118908.0,13.8,102.6,228.0,93.3,622.1,92.9,,,,,,,,,,,13.5,12.5,243.8,1015.4,87.9
Saturday,22:00:00,14558,118907.0,9.0,76.2,169.4,64.3,428.8,59.1,,,,,,,,,,,13.1,12.4,218.9,1018.1,89.3
Saturday,22:00:00,14878,118912.0,19.1,135.4,300.9,125.0,833.5,117.0,,,,,,,,,,,13.0,12.4,218.7,1017.6,87.7
Saturday,22:00:00,14882,118909.0,12.1,95.2,211.5,83.6,557.5,73.4,,,,,,,,,,,13.0,12.4,218.8,1017.7,89.8
Saturday,22:00:00,14901,118908.0,8.4,71.0,157.8,60.6,404.0,58.9,,,,,,,,,,,12.9,12.9,245.5,1015.3,88.4
Saturday,23:00:00,14558,118907.0,5.3,52.5,116.8,41.2,274.3,37.9,,,,,,,,,,,12.8,12.7,221.2,1018.1,89.5
Saturday,23:00:00,14878,118912.0,4.7,49.8,110.7,38.6,257.6,37.4,,,,,,,,,,,12.6,12.7,221.3,1017.6,88.1
Saturday,23:00:00,14882,118909.0,6.1,58.6,130.1,47.1,314.0,43.2,,,,,,,,,,,12.7,12.7,221.4,1017.7,89.8
Saturday,23:00:00,14901,118908.0,5.5,51.5,114.4,41.3,275.5,38.7,,,,,,,,,,,12.6,13.3,247.3,1015.2,89.1
Sunday,00:00:00,14558,118907.0,3.5,41.4,92.1,29.4,196.1,26.8,,,,,,,,,,,12.5,12.8,218.1,1018.0,89.8
Sunday,00:00:00,14878,118912.0,3.3,37.2,82.6,26.9,179.6,26.2,,,,,,,,,,,12.2,12.8,218.1,1017.6,88.9
Sunday,00:00:00,14882,118909.0,3.7,41.5,92.2,30.2,201.5,27.6,,,,,,,,,,,12.2,12.8,218.0,1017.6,90.2
Sunday,00:00:00,14901,118908.0,3.7,42.0,93.4,30.4,202.4,27.8,,,,,,,,,,,12.3,13.7,242.2,1015.2,89.9
Sunday,01:00:00,14558,118907.0,2.9,30.5,67.9,21.6,143.9,19.5,,,,,,,,,,,12.0,11.8,219.1,1017.9,90.9
Sunday,01:00:00,14878,118912.0,2.7,27.5,61.1,19.6,130.6,18.7,,,,,,,,,,,11.9,11.8,219.5,1017.4,89.6
Sunday,01:00:00,14882,118909.0,2.9,30.9,68.8,22.4,149.0,20.5,,,,,,,,,,,11.8,11.8,219.2,1017.4,91.0
Sunday,01:00:00,14901,118908.0,2.9,30.0,66.8,21.3,141.8,19.7,,,,,,,,,,,11.8,12.6,240.5,1015.5,90.8
Sunday,02:00:00,14558,118907.0,2.5,24.0,53.4,16.0,106.8,14.2,,,,,,,,,,,11.5,12.6,206.0,1017.7,90.6
Sunday,02:00:00,14878,118912.0,2.4,23.2,51.5,15.5,103.1,14.3,,,,,,,,,,,11.4,12.6,206.1,1017.2,89.6
Sunday,02:00:00,14882,118909.0,2.4,23.8,53.0,15.8,105.3,14.5,,,,,,,,,,,11.3,12.6,206.2,1017.3,90.8
Sunday,02:00:00,14901,118908.0,2.5,24.0,53.3,15.9,106.0,14.8,,,,,,,,,,,11.2,13.7,229.7,1015.0,90.0
Sunday,03:00:00,14558,118907.0,2.4,22.5,50.0,14.6,97.1,12.7,,,,,,,,,,,11.1,12.7,203.3,1017.6,90.6
Sunday,03:00:00,14878,118912.0,2.3,22.3,49.5,14.5,96.9,13.4,,,,,,,,,,,11.0,12.7,203.3,1017.1,90.1
Sunday,03:00:00,14882,118909.0,2.4,22.4,49.7,14.4,95.8,13.0,,,,,,,,,,,10.9,12.7,203.2,1017.2,91.1
Sunday,03:00:00,14901,118908.0,2.4,22.5,50.0,14.5,96.6,13.2,,,,,,,,,,,10.9,13.8,225.7,1014.9,89.8
Sunday,04:00:00,14558,118907.0,2.3,21.5,47.9,13.6,90.5,11.7,,,,,,,,,,,10.9,12.6,201.3,1017.5,90.4
Sunday,04:00:00,14878,118912.0,2.3,21.2,47.2,13.5,89.8,12.2,,,,,,,,,,,10.8,12.6,201.3,1017.0,89.9
Sunday,04:00:00,14882,118909.0,2.3,21.6,48.0,13.5,89.8,12.1,,,,,,,,,,,10.7,12.6,201.3,1017.1,90.9
Sunday,04:00:00,14901,118908.0,2.3,21.6,47.9,13.3,89.0,12.0,,,,,,,,,,,10.7,13.8,224.8,1014.8,89.4
Sunday,05:00:00,14558,118907.0,2.3,21.2,47.1,13.2,88.1,11.4,,,,,,,,,,,10.9,12.8,200.7,1017.4,90.1
Sunday,05:00:00,14878,118912.0,2.3,21.2,47.2,13.4,89.6,12.1,,,,,,,,,,,10.8,12.8,200.7,1016.9,89.7
Sunday,05:00:00,14882,118909.0,2.3,21.3,47.4,13.2,87.9,11.8,,,,,,,,,,,10.7,12.8,200.9,1017.0,90.5
Sunday,05:00:00,14901,118908.0,2.3,20.8,46.1,12.5,83.4,11.2,,,,,,,,,,,10.6,14.0,225.7,1014.7,89.1
Sunday,06:00:00,14558,118907.0,2.3,20.9,46.5,12.9,85.8,11.2,,,,,,,,,,,11.0,13.1,203.4,1017.4,89.5
Sunday,06:00:00,14878,118912.0,2.3,20.7,45.9,12.9,85.7,11.8,,,,,,,,,,,10.9,13.1,203.4,1017.0,89.4
Sunday,06:00:00,14882,118909.0,2.3,20.9,46.4,12.8,85.3,11.5,,,,,,,,,,,10.7,13.1,203.3,1017.0,90.0
Sunday,06:00:00,14901,118908.0,2.2,19.7,43.9,11.5,76.5,10.1,,,,,,,,,,,10.7,14.3,229.6,1014.7,88.5
Sunday,07:00:00,14558,118907.0,2.3,20.4,45.4,12.5,83.1,10.9,,,,,,,,,,,11.0,13.3,206.3,1017.6,88.7
Sunday,07:00:00,14878,118912.0,2.3,20.8,46.3,13.1,87.3,12.2,,,,,,,,,,,11.0,13.3,206.0,1017.2,88.6
Sunday,07:00:00,14882,118909.0,2.3,20.5,45.6,12.5,83.3,11.3,,,,,,,,,,,10.8,13.4,206.3,1017.2,89.2
Sunday,07:00:00,14901,118908.0,2.1,18.7,41.6,10.6,70.9,9.3,,,,,,,,,,,10.7,14.4,232.8,1015.0,87.8
Sunday,08:00:00,14558,118907.0,3.2,33.5,74.3,23.9,159.5,22.3,,,,,,,,,,,11.7,13.6,209.4,1017.9,87.0
Sunday,08:00:00,14878,118912.0,3.4,30.6,68.1,23.1,153.9,24.2,,,,,,,,,,,11.6,13.6,209.2,1017.4,87.4
Sunday,08:00:00,14882,118909.0,3.9,41.2,91.4,31.3,208.4,29.9,,,,,,,,,,,11.4,13.6,209.6,1017.5,87.7
Sunday,08:00:00,14901,118908.0,2.4,22.8,50.6,14.4,95.9,13.3,,,,,,,,,,,11.3,14.5,235.9,1015.2,86.9
Sunday,09:00:00,14558,118907.0,2.8,29.5,65.6,19.9,132.4,18.2,,,,,,,,,,,13.2,14.1,215.6,1018.1,83.4
Sunday,09:00:00,14878,118912.0,2.9,31.0,68.9,22.3,148.6,23.5,,,,,,,,,,,12.8,14.1,215.1,1017.6,84.0
Sunday,09:00:00,14882,118909.0,3.6,39.6,88.0,29.1,194.1,27.3,,,,,,,,,,,12.7,14.1,215.6,1017.6,84.4
Sunday,09:00:00,14901,118908.0,2.4,22.9,50.9,14.8,98.4,13.7,,,,,,,,,,,12.6,14.9,241.3,1015.4,84.4
Sunday,10:00:00,14558,118907.0,3.6,36.8,81.9,26.6,177.6,24.2,,,,,,,,,,,14.0,14.8,221.1,1018.1,80.4
Sunday,10:00:00,14878,118912.0,3.5,34.3,76.2,25.6,170.8,26.6,,,,,,,,,,,13.7,14.8,220.9,1017.5,80.6
Sunday,10:00:00,14882,118909.0,5.0,49.5,109.9,38.4,256.1,33.6,,,,,,,,,,,13.4,14.8,221.1,1017.5,81.3
Sunday,10:00:00,14901,118908.0,2.4,23.6,52.4,15.4,103.0,14.7,,,,,,,,,,,13.4,15.5,246.9,1015.4,81.0
Sunday,11:00:00,14558,118907.0,6.5,61.1,135.9,48.2,321.2,42.7,,,,,,,,,,,14.7,15.2,165.5,1017.8,77.6
Sunday,11:00:00,14878,118912.0,10.2,81.7,181.6,72.5,483.5,66.7,,,,,,,,,,,14.5,15.2,165.2,1017.3,77.3
Sunday,11:00:00,14882,118909.0,11.0,88.3,196.3,75.6,504.3,62.1,,,,,,,,,,,14.1,15.2,165.4,1017.3,78.6
Sunday,11:00:00,14901,118908.0,3.3,37.0,82.2,26.9,179.4,25.7,,,,,,,,,,,14.2,16.0,179.4,1015.2,77.8
Sunday,12:00:00,14558,118907.0,9.6,81.8,181.7,67.8,452.1,61.5,,,,,,,,,,,15.4,15.4,167.2,1017.5,76.2
Sunday,12:00:00,14878,118912.0,14.1,103.6,230.3,95.0,633.4,94.0,,,,,,,,,,,15.0,15.4,167.2,1017.0,76.2
Sunday,12:00:00,14882,118909.0,15.1,116.9,259.8,101.5,676.7,84.9,,,,,,,,,,,14.6,15.4,167.2,1017.0,77.5
Sunday,12:00:00,14901,118908.0,8.7,71.5,158.9,62.4,416.3,65.5,,,,,,,,,,,14.9,16.2,181.3,1014.9,76.5
Sunday,13:00:00,14558,118907.0,15.7,117.5,261.1,103.9,692.4,100.6,,,,,,,,,,,15.8,15.0,214.4,1017.2,75.7
Sunday,13:00:00,14878,118912.0,31.0,203.3,451.9,196.8,1312.0,182.4,,,,,,,,,,,15.4,15.0,215.9,1016.6,75.1
Sunday,13:00:00,14882,118909.0,20.8,147.3,327.3,135.3,901.8,122.8,,,,,,,,,,,15.2,15.0,214.6,1016.7,77.1
Sunday,13:00:00,14901,118908.0,14.0,99.7,221.5,93.6,623.8,100.7,,,,,,,,,,,15.4,15.8,238.0,1014.5,76.1
Sunday,14:00:00,14558,118907.0,16.8,123.2,273.9,110.9,739.0,109.5,,,,,,,,,,,16.1,14.7,212.1,1017.0,75.5
Sunday,14:00:00,14878,118912.0,28.2,189.0,420.1,179.7,1197.9,161.9,,,,,,,,,,,15.9,14.7,212.2,1016.4,74.4
Sunday,14:00:00,14882,118909.0,20.1,139.2,309.3,130.7,871.4,122.7,,,,,,,,,,,15.6,14.8,212.1,1016.4,76.9
Sunday,14:00:00,14901,118908.0,18.4,126.4,280.9,119.9,799.1,124.4,,,,,,,,,,,15.7,15.5,235.7,1014.3,76.3
Sunday,15:00:00,14558,118907.0,13.5,103.0,228.8,91.1,607.1,89.1,,,,,,,,,,,16.1,14.4,207.4,1017.0,76.1
Sunday,15:00:00,14878,118912.0,22.7,156.2,347.0,146.8,978.4,136.3,,,,,,,,,,,15.9,14.5,207.6,1016.4,75.0
Sunday,15:00:00,14882,118909.0,14.7,106.9,237.6,98.4,655.8,91.9,,,,,,,,,,,15.7,14.5,207.6,1016.4,77.1
Sunday,15:00:00,14901,118908.0,17.0,118.9,264.2,111.9,746.0,115.0,,,,,,,,,,,15.7,15.3,231.0,1014.3,77.1
Sunday,16:00:00,14558,118907.0,10.6,82.6,183.6,73.0,486.5,71.7,,,,,,,,,,,15.6,14.2,204.0,1017.0,77.6
Sunday,16:00:00,14878,118912.0,27.0,182.8,406.3,172.7,1151.5,156.6,,,,,,,,,,,15.5,14.2,203.9,1016.4,76.6
Sunday,16:00:00,14882,118909.0,13.1,96.5,214.4,87.6,584.2,80.9,,,,,,,,,,,15.2,14.2,203.9,1016.5,78.8
Sunday,16:00:00,14901,118908.0,13.7,98.9,219.8,91.7,611.2,94.2,,,,,,,,,,,15.3,15.1,227.1,1014.4,78.4
Sunday,17:00:00,14558,118907.0,9.9,79.6,176.9,69.8,465.0,67.5,,,,,,,,,,,15.2,14.1,197.0,1017.0,80.1
Sunday,17:00:00,14878,118912.0,28.3,189.7,421.6,180.0,1200.2,163.2,,,,,,,,,,,15.3,14.1,197.0,1016.4,78.9
Sunday,17:00:00,14882,118909.0,11.8,90.0,199.9,81.1,540.7,75.2,,,,,,,,,,,14.8,14.1,197.1,1016.5,81.6
Sunday,17:00:00,14901,118908.0,14.5,104.9,233.1,97.1,647.1,97.8,,,,,,,,,,,14.8,15.0,219.3,1014.4,80.7
Sunday,18:00:00,14558,118907.0,9.9,81.9,181.9,70.2,468.1,65.8,,,,,,,,,,,14.8,14.6,196.6,1017.1,82.5
Sunday,18:00:00,14878,118912.0,27.8,187.3,416.2,177.2,1181.2,161.8,,,,,,,,,,,15.0,14.5,196.3,1016.5,81.2
Sunday,18:00:00,14882,118909.0,14.3,107.7,239.3,96.6,644.2,87.7,,,,,,,,,,,14.4,14.5,196.5,1016.6,84.1
Sunday,18:00:00,14901,118908.0,10.6,82.6,183.5,73.7,491.1,72.0,,,,,,,,,,,14.5,15.5,218.3,1014.5,83.0
Sunday,19:00:00,14558,118907.0,9.5,78.4,174.1,67.4,449.5,64.6,,,,,,,,,,,14.5,14.9,200.1,1017.0,84.7
Sunday,19:00:00,14878,118912.0,26.1,176.3,391.8,167.0,1113.5,154.5,,,,,,,,,,,14.6,14.9,200.1,1016.5,83.4
Sunday,19:00:00,14882,118909.0,13.4,101.8,226.1,91.5,610.1,84.3,,,,,,,,,,,14.1,14.9,200.1,1016.6,86.5
Sunday,19:00:00,14901,118908.0,10.0,78.8,175.0,69.9,466.3,71.2,,,,,,,,,,,14.2,16.2,221.8,1014.4,85.1
Sunday,20:00:00,14558,118907.0,8.8,75.3,167.3,63.0,420.2,59.9,,,,,,,,,,,14.2,15.5,203.1,1017.1,86.0
Sunday,20:00:00,14878,118912.0,20.2,140.1,311.4,131.4,876.3,124.9,,,,,,,,,,,14.3,15.5,203.1,1016.5,85.3
Sunday,20:00:00,14882,118909.0,12.4,96.5,214.5,85.2,568.2,78.3,,,,,,,,,,,13.8,15.5,203.2,1016.6,88.2
Sunday,20:00:00,14901,118908.0,7.2,61.9,137.6,52.2,347.7,52.6,,,,,,,,,,,14.0,17.0,225.5,1014.5,86.3
Sunday,21:00:00,14558,118907.0,5.6,54.7,121.5,43.4,289.4,41.5,,,,,,,,,,,13.9,15.4,205.5,1017.2,87.4
Sunday,21:00:00,14878,118912.0,5.9,54.2,120.3,44.3,295.6,41.6,,,,,,,,,,,13.9,15.5,205.5,1016.6,86.6
Sunday,21:00:00,14882,118909.0,6.5,60.9,135.3,50.3,335.7,47.8,,,,,,,,,,,13.5,15.5,205.3,1016.7,88.8
Sunday,21:00:00,14901,118908.0,4.6,47.8,106.2,37.0,246.5,36.6,,,,,,,,,,,13.8,17.1,228.9,1014.5,87.9
Sunday,22:00:00,14558,118907.0,3.4,35.8,79.5,26.1,173.9,24.6,,,,,,,,,,,13.8,14.4,207.5,1017.2,88.1
Sunday,22:00:00,14878,118912.0,3.3,35.7,79.4,26.4,176.1,26.4,,,,,,,,,,,13.7,14.5,207.5,1016.7,87.8
Sunday,22:00:00,14882,118909.0,3.4,34.8,77.4,25.8,171.8,24.8,,,,,,,,,,,13.2,14.5,207.4,1016.7,89.2
Sunday,22:00:00,14901,118908.0,3.1,34.7,77.1,25.2,168.1,24.4,,,,,,,,,,,13.7,16.1,233.1,1014.6,88.4
Sunday,23:00:00,14558,118907.0,3.3,37.7,83.8,26.7,178.0,23.7,,,,,,,,,,,13.2,12.9,211.6,1017.1,89.2
Sunday,23:00:00,14878,118912.0,4.2,35.2,78.3,27.3,181.9,26.2,,,,,,,,,,,13.0,13.1,211.0,1016.6,89.1
Sunday,23:00:00,14882,118909.0,3.3,35.3,78.5,25.4,169.6,22.9,,,,,,,,,,,12.8,13.1,211.2,1016.7,90.2
Sunday,23:00:00,14901,118908.0,3.3,37.0,82.3,26.8,178.5,24.4,,,,,,,,,,,13.2,14.2,238.5,1014.6,89.4
